Date,ADANIPORTS,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GAIL,GRASIM,HCLTECH,HDFC,HDFCBANK,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,IOC,ITC,JSWSTEEL,KOTAKBANK,LT,MARUTI,M&M,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBIN,SHREECEM,SUNPHARMA,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,ULTRACEMCO,UPL,VEDL,WIPRO,ZEEL
2012-10-01,125.5,3939.65,1130.7,1810.4,893.7,1191.4,265.05,351.5,477.0,378.9,357.6,1646.45,2258.85,382.6,3393.9,581.15,768.95,622.85,1880.55,122.85,542.85,1050.65,363.0,2609.65,252.95,273.25,737.55,645.1,1606.7,1358.0,863.65,4435.55,170.15,277.95,120.05,833.5,2270.15,4065.45,693.15,274.7,398.95,1302.95,1025.55,262.3,2014.55,131.95,173.35,382.7,197.1
2012-10-03,129.5,3908.05,1113.4,1781.25,925.2,1179.0,265.3,348.05,472.95,381.05,365.2,1683.15,2293.35,384.85,3375.6,591.35,776.3,619.45,1849.7,124.7,555.5,1053.0,369.5,2578.25,254.1,270.25,738.45,639.35,1609.05,1363.45,869.9,4557.9,170.05,281.0,117.65,846.1,2296.9,4024.7,697.7,273.5,403.8,1322.65,994.2,258.85,2010.3,132.55,176.55,380.25,194.65
2012-10-04,129.6,3874.0,1140.8,1761.25,954.0,1182.15,269.75,359.85,477.7,366.05,361.7,1720.2,2272.9,391.4,3397.75,589.05,789.05,631.3,1831.4,123.95,555.5,1083.4,371.1,2575.65,260.3,275.3,743.2,639.6,1634.05,1390.5,858.45,4586.05,170.85,284.2,118.0,852.9,2345.7,4075.1,698.75,274.3,409.0,1317.15,971.8,267.25,1982.05,131.65,175.1,382.9,204.9
2012-10-05,128.15,3811.25,1142.95,1751.05,918.4,1196.25,265.75,356.5,486.25,364.25,363.45,1697.3,2302.7,393.05,3362.15,573.55,749.95,622.4,1810.45,125.0,565.4,1066.7,369.25,2526.85,259.15,275.65,738.25,638.7,1649.9,1387.7,869.0,4599.5,171.05,287.2,118.2,857.8,2339.45,3873.95,682.55,280.55,410.55,1304.0,946.8,268.8,1971.1,132.85,172.15,373.25,200.45
2012-10-08,123.8,3889.85,1130.95,1753.55,861.25,1175.95,270.45,355.35,492.3,367.4,357.4,1701.95,2248.5,391.45,3298.9,558.75,750.6,620.7,1788.15,120.5,560.05,1052.2,368.85,2488.2,260.05,277.75,735.25,627.35,1595.75,1385.45,865.7,4602.15,171.55,282.1,118.7,819.4,2269.45,3840.15,708.65,272.45,407.65,1292.7,940.05,260.35,2005.7,131.4,170.95,365.4,197.7
2012-10-09,122.65,3891.6,1128.4,1746.35,872.4,1180.35,265.3,357.4,509.8,371.9,356.55,1708.0,2263.7,381.05,3310.15,560.75,747.95,625.75,1803.4,118.65,568.85,1064.15,365.75,2536.25,258.6,280.05,742.95,637.0,1632.8,1392.6,869.2,4630.5,169.8,280.85,120.2,815.3,2282.55,3909.75,723.5,269.7,412.05,1294.85,952.45,265.15,2056.35,131.05,173.0,367.15,194.6
2012-10-10,120.5,3896.0,1106.8,1742.95,854.9,1201.05,262.05,351.7,504.35,367.3,353.25,1691.7,2238.5,375.5,3302.1,565.3,741.2,617.95,1814.35,116.0,563.9,1054.2,357.7,2504.15,258.45,281.0,748.0,628.65,1616.5,1378.95,851.75,4640.4,166.5,275.65,119.45,816.0,2223.55,3931.65,721.15,267.45,411.6,1289.35,965.3,268.4,2048.85,125.45,170.45,360.85,188.6
2012-10-11,124.3,3895.3,1133.7,1758.65,861.85,1200.05,267.3,352.8,500.6,360.25,358.75,1702.45,2240.7,376.35,3346.15,576.85,748.1,624.85,1806.15,118.05,571.35,1057.95,363.0,2533.2,258.85,283.5,772.7,634.1,1653.15,1369.2,850.35,4646.15,167.85,279.95,119.15,819.95,2267.15,3978.4,720.05,273.8,420.25,1289.45,979.5,269.1,2038.7,126.25,173.95,358.25,190.3
2012-10-12,125.4,3899.0,1119.7,1744.3,859.4,1204.85,260.35,351.15,493.55,364.1,359.3,1683.95,2225.1,379.95,3388.1,581.65,740.25,631.15,1778.85,118.05,575.05,1044.75,365.7,2395.35,257.3,283.5,767.15,626.95,1650.0,1372.05,854.2,4680.25,168.9,277.15,119.95,818.9,2251.75,4003.75,713.25,271.25,420.95,1298.45,961.85,274.3,2044.7,123.75,173.75,352.05,192.8
2012-10-15,123.45,3873.85,1119.1,1752.2,853.7,1206.35,264.05,349.85,490.55,369.75,356.45,1701.2,2207.6,380.0,3422.65,583.7,740.2,634.15,1767.45,120.1,578.55,1053.4,361.65,2365.6,255.7,286.75,765.15,628.8,1636.05,1338.25,858.0,4695.6,168.15,279.85,118.85,823.05,2264.45,4079.1,714.8,269.4,418.9,1294.65,940.55,270.6,2040.1,125.85,171.9,351.9,188.85
2012-10-16,120.05,3885.05,1145.9,1751.45,841.1,1224.2,267.65,345.5,495.6,363.1,354.2,1691.25,2222.9,378.4,3464.45,584.5,744.2,630.4,1798.9,117.2,574.25,1043.25,354.3,2355.7,254.5,286.45,747.1,628.9,1605.8,1367.05,825.45,4765.6,167.7,279.25,118.6,812.45,2228.85,4057.85,718.2,262.3,409.1,1295.9,944.65,272.7,2026.15,123.35,168.5,352.3,190.65
2012-10-17,120.0,3908.8,1153.95,1755.25,848.6,1247.9,270.55,344.45,488.5,361.8,353.6,1691.0,2248.8,371.05,3499.2,580.55,752.85,628.1,1808.9,116.75,573.05,1049.55,358.2,2370.15,256.75,288.25,726.45,625.55,1626.25,1368.15,826.65,4760.25,169.05,279.95,119.75,805.15,2214.7,4072.8,711.5,264.9,407.2,1283.15,950.55,275.0,2027.75,120.9,169.8,352.05,193.15
2012-10-18,124.7,3923.7,1202.35,1773.95,871.7,1290.9,265.9,347.05,488.45,362.95,359.3,1695.65,2299.2,368.2,3479.75,601.0,761.65,636.2,1841.45,117.75,575.6,1064.95,364.25,2377.6,257.9,291.6,735.7,637.5,1652.1,1378.75,837.1,4741.25,168.7,278.8,120.6,811.3,2278.2,4167.15,699.8,270.25,411.75,1307.35,938.55,278.05,2040.25,120.25,171.2,346.1,193.5
2012-10-19,124.35,3881.7,1202.25,1772.1,870.5,1270.9,267.1,339.65,485.5,359.1,353.95,1704.45,2302.45,360.55,3412.25,605.35,753.3,628.5,1849.95,114.9,566.55,1057.3,362.55,2383.35,259.4,297.5,735.5,628.45,1633.05,1369.25,823.75,4768.8,166.3,279.5,119.4,802.8,2257.75,4197.35,694.8,269.0,407.45,1289.7,927.95,278.8,2010.6,118.65,169.05,344.55,192.1
2012-10-22,129.75,3929.15,1223.75,1786.4,881.25,1299.45,271.9,342.4,488.85,364.5,357.85,1728.75,2288.95,358.8,3418.0,611.15,750.75,639.0,1827.65,115.15,569.45,1075.6,361.85,2385.55,259.75,294.0,750.9,633.5,1671.0,1369.85,834.6,4766.3,169.15,278.4,118.6,815.6,2240.95,4192.15,699.1,267.05,407.85,1318.9,937.65,278.45,2022.45,116.65,167.55,343.6,189.05
2012-10-23,128.55,3910.2,1222.25,1769.25,883.1,1302.9,271.2,348.55,482.45,365.8,358.55,1731.2,2346.9,355.05,3400.0,608.7,750.55,634.1,1795.75,113.35,570.35,1079.45,362.7,2353.1,260.15,290.0,746.2,620.7,1701.35,1366.9,828.6,4669.6,169.0,276.05,117.45,809.95,2234.7,4117.3,698.0,264.6,404.4,1314.6,931.4,275.5,2022.45,118.4,166.85,342.9,191.3
2012-10-25,130.7,3896.15,1238.05,1759.1,920.65,1329.7,269.65,350.5,490.9,361.95,356.35,1694.5,2391.75,361.2,3422.05,609.25,765.75,637.35,1832.3,113.75,563.95,1087.15,365.45,2344.75,260.2,292.05,731.1,625.7,1712.4,1368.85,857.9,4687.95,169.3,276.65,116.7,810.4,2199.35,4201.1,694.9,261.25,398.8,1315.35,911.65,276.45,2043.05,118.75,169.1,340.1,189.5
2012-10-26,127.0,3923.45,1231.65,1788.05,858.85,1303.5,266.65,348.0,486.75,354.95,355.05,1670.25,2365.7,364.25,3410.7,609.2,758.3,637.15,1869.7,112.85,552.2,1078.35,362.6,2329.6,260.7,285.85,733.15,614.95,1709.3,1365.7,880.9,4651.9,169.1,274.6,113.85,798.95,2173.35,4177.1,684.8,261.5,399.8,1315.3,909.7,264.65,2044.15,120.1,169.85,336.05,184.2
2012-10-29,124.5,3931.55,1221.75,1809.85,858.4,1332.2,269.8,342.6,489.1,359.95,350.1,1697.7,2315.5,361.45,3380.8,610.0,756.95,640.6,1904.7,113.55,546.05,1068.45,365.6,2335.5,260.3,288.25,737.65,610.1,1687.65,1362.2,888.85,4672.5,167.75,273.95,114.95,811.2,2167.7,4261.3,687.8,256.75,402.05,1308.4,929.6,266.85,2035.35,118.0,168.15,344.85,179.65
2012-10-30,125.0,3887.95,1184.7,1802.15,847.9,1274.55,270.2,338.1,484.35,354.65,346.55,1724.3,2314.95,355.6,3300.65,606.4,750.65,633.65,1872.1,110.9,550.6,1045.15,361.7,2358.35,259.8,284.1,735.45,598.65,1638.8,1390.8,873.65,4689.25,166.15,273.0,113.2,803.25,2074.3,4159.05,683.8,247.65,393.05,1311.5,933.75,257.45,2012.95,116.0,166.9,347.55,178.0
2012-10-31,127.25,3871.2,1182.6,1816.45,851.55,1284.75,269.65,337.55,483.65,363.3,346.3,1756.5,2320.0,348.9,3313.0,608.0,762.35,634.2,1880.0,116.55,546.6,1050.2,364.1,2363.0,260.5,282.55,738.5,603.75,1626.85,1437.9,884.45,4700.1,165.35,268.5,114.0,805.5,2110.25,4223.1,694.15,254.75,392.2,1315.5,948.45,259.3,1996.2,114.1,171.15,350.65,189.3
2012-11-01,125.0,3878.6,1207.15,1845.95,860.95,1291.0,281.15,337.9,477.0,375.3,347.85,1765.1,2350.8,345.5,3349.25,608.1,763.5,628.6,1910.0,116.25,537.45,1057.35,363.9,2364.65,260.1,279.3,764.75,612.55,1631.35,1459.75,899.8,4726.1,165.45,264.85,116.95,807.1,2115.5,4227.1,701.45,267.45,397.45,1315.25,943.3,285.15,1997.6,117.1,171.95,361.25,187.95
2012-11-02,127.95,3903.3,1215.5,1897.75,856.95,1288.65,274.95,336.05,474.9,377.0,350.6,1774.65,2391.35,358.8,3361.8,614.2,766.25,630.3,1945.8,117.7,533.0,1079.65,365.85,2388.1,262.5,283.2,754.55,612.3,1675.4,1465.9,917.45,4780.45,168.15,265.75,118.0,807.95,2152.45,4259.85,696.95,270.05,402.35,1331.2,951.6,289.35,2019.85,117.75,175.8,364.6,190.8
2012-11-05,127.45,3957.0,1214.25,1858.6,855.6,1261.65,273.5,339.8,472.55,380.2,352.95,1797.6,2410.35,357.0,3341.8,613.85,770.0,635.0,1949.15,114.5,533.0,1077.65,362.9,2378.45,260.6,288.65,753.25,625.65,1676.15,1478.25,910.5,4841.05,167.45,266.7,117.05,806.15,2144.75,4325.35,697.9,269.8,397.65,1329.6,955.45,289.95,2014.9,118.15,176.8,362.5,194.5
2012-11-06,134.85,4095.35,1220.15,1846.75,849.85,1300.0,273.75,341.45,479.95,396.85,351.9,1786.65,2542.05,363.8,3359.95,608.4,783.75,639.55,1935.75,112.45,532.85,1080.7,363.05,2381.65,262.15,289.15,748.75,627.0,1665.55,1451.6,914.95,4859.8,168.65,267.4,119.65,805.45,2173.15,4330.65,698.4,266.95,398.95,1320.55,963.3,290.9,2019.95,118.6,175.5,366.0,194.15
2012-11-07,130.85,4120.45,1232.05,1861.85,846.25,1322.8,271.1,339.85,468.9,396.35,348.35,1794.1,2599.55,366.1,3402.3,616.15,799.65,640.05,1946.2,113.75,534.55,1092.95,367.2,2404.4,263.5,289.95,754.05,630.0,1669.45,1467.15,919.6,4857.25,169.3,266.8,120.0,800.85,2217.0,4399.95,700.35,269.35,401.95,1331.5,969.1,292.35,2022.85,119.05,176.6,367.85,196.55
2012-11-08,130.6,4178.1,1222.5,1844.5,841.7,1303.4,277.05,339.15,469.65,393.4,349.15,1776.95,2561.9,358.6,3359.7,618.5,793.8,639.0,1923.05,113.8,533.35,1076.0,362.8,2375.3,265.5,289.0,749.55,627.3,1635.35,1459.75,914.1,4892.8,170.0,265.25,118.85,796.6,2242.3,4449.55,696.55,283.95,403.95,1331.2,954.65,293.8,2015.6,116.75,178.25,375.4,198.25
2012-11-09,127.9,4114.3,1215.1,1852.05,838.25,1309.85,275.8,338.4,465.8,393.4,346.6,1768.85,2503.25,355.0,3361.8,614.7,793.95,639.35,1908.2,113.3,529.15,1059.2,368.0,2348.7,262.1,288.15,748.15,621.3,1621.1,1463.4,909.4,4863.55,166.7,257.15,119.55,787.65,2155.05,4403.85,694.2,280.6,390.55,1324.95,939.05,289.4,2022.9,113.35,173.2,370.8,190.95
2012-11-12,129.2,4089.6,1226.45,1856.7,833.55,1371.15,280.0,333.3,460.65,392.05,344.65,1776.8,2576.1,352.15,3356.25,620.0,791.6,651.3,1872.4,112.85,529.8,1058.4,376.8,2358.95,261.5,283.8,749.05,623.85,1606.4,1454.1,905.6,4802.65,167.5,255.5,120.0,786.65,2190.3,4324.9,691.95,280.75,384.1,1334.5,947.65,294.4,2015.1,110.7,174.3,368.75,186.8
2012-11-13,128.9,4083.2,1222.6,1842.0,846.25,1378.15,283.0,333.3,469.6,394.15,345.75,1755.35,2585.15,351.45,3316.1,615.8,784.55,647.05,1869.65,113.3,529.0,1059.75,376.15,2338.3,264.1,283.9,748.55,618.0,1606.6,1462.35,906.75,4792.65,166.75,256.65,119.4,789.6,2171.35,4306.65,688.6,277.55,385.9,1325.3,944.6,291.8,1987.4,111.25,173.55,369.2,190.25
2012-11-15,131.4,4014.95,1232.25,1835.85,836.85,1369.9,290.3,330.7,469.4,388.8,348.4,1721.65,2507.15,354.05,3231.65,620.65,793.15,646.25,1839.65,111.2,533.8,1054.65,377.5,2296.3,258.5,276.45,737.35,637.2,1604.95,1466.05,901.65,4720.05,166.9,253.5,119.9,784.6,2153.7,4115.25,684.2,272.25,375.4,1294.15,918.2,299.5,1919.05,109.4,169.85,361.75,197.9
2012-11-16,127.35,3951.05,1226.25,1813.55,841.65,1358.85,301.4,329.05,477.05,379.55,351.15,1756.9,2404.85,346.3,3179.65,607.75,774.85,642.25,1815.65,108.9,521.0,1027.3,377.9,2343.35,258.0,274.65,731.1,622.85,1578.35,1438.1,894.45,4724.65,166.4,257.9,119.1,775.15,2108.45,4197.3,679.0,265.0,370.1,1286.8,910.9,295.5,1914.4,112.95,168.2,359.1,193.0
2012-11-19,127.95,3876.75,1214.3,1850.55,838.75,1346.6,309.5,328.05,475.65,382.7,351.2,1738.0,2336.5,342.55,3170.45,615.85,764.85,646.75,1842.5,107.55,516.65,1021.15,373.35,2358.55,255.85,281.7,725.0,622.85,1558.45,1494.25,908.8,4599.2,168.35,254.05,120.05,774.3,2093.9,4088.25,680.45,264.1,363.5,1262.35,883.25,289.8,1905.65,114.45,166.35,358.15,190.2
2012-11-20,123.2,3849.95,1218.95,1827.7,829.0,1345.25,309.0,326.4,481.85,379.85,354.05,1738.45,2355.2,344.05,3161.4,613.65,782.05,653.85,1821.75,105.6,520.2,1024.1,368.7,2324.75,258.1,280.55,709.75,621.7,1549.4,1499.3,938.5,4609.4,168.35,251.95,122.1,765.35,2066.5,3999.95,683.1,266.1,360.55,1272.8,884.2,290.0,1900.55,112.4,163.85,361.75,187.55
2012-11-21,123.05,3919.9,1236.35,1819.35,824.65,1336.9,307.4,328.65,475.35,389.4,354.8,1736.1,2372.8,346.5,3179.3,617.5,778.75,663.7,1807.3,107.0,524.6,1044.45,368.05,2349.85,258.9,286.1,703.15,629.3,1565.65,1492.5,944.05,4627.4,162.0,252.65,120.1,771.2,2061.0,4080.15,700.45,265.5,364.75,1282.2,904.65,297.3,1932.4,110.0,166.3,366.8,191.75
2012-11-22,122.8,3968.05,1257.05,1815.45,853.75,1327.25,307.8,325.95,478.05,387.25,355.8,1730.15,2372.05,347.35,3241.95,627.3,775.15,669.1,1803.3,108.3,524.35,1032.6,373.1,2382.6,257.5,289.0,716.55,627.95,1590.75,1493.45,955.35,4620.1,163.9,251.1,119.1,765.85,2098.45,4293.3,699.2,258.75,365.95,1276.45,910.1,294.0,1899.45,110.0,167.3,370.8,195.95
2012-11-23,123.35,4054.1,1256.75,1817.9,861.6,1364.9,305.45,321.45,483.8,381.7,358.05,1743.0,2427.0,339.9,3181.2,636.45,779.35,669.75,1825.25,107.9,530.2,1025.1,374.1,2377.55,259.05,286.6,718.65,624.35,1587.35,1493.3,954.05,4619.55,159.4,251.2,119.75,773.75,2089.5,4261.45,705.3,260.5,364.85,1288.6,903.65,296.3,1896.05,111.05,166.05,366.85,204.35
2012-11-26,125.35,4083.4,1265.8,1821.1,878.65,1362.75,310.25,315.45,488.75,381.6,360.45,1759.75,2582.6,337.0,3200.15,639.95,775.65,661.9,1832.45,109.8,537.4,1018.3,384.35,2417.4,259.45,287.1,721.7,627.35,1610.65,1491.85,922.05,4599.75,159.45,250.0,120.4,773.65,2091.9,4264.9,696.8,263.2,371.85,1293.7,907.9,298.8,1868.6,110.05,167.95,375.45,202.15
2012-11-27,129.75,4123.9,1290.05,1862.45,872.7,1368.2,326.7,328.35,484.2,390.8,363.3,1787.55,2612.6,339.65,3209.05,642.9,799.2,680.5,1840.3,112.5,541.65,1034.1,394.1,2470.65,260.35,294.25,736.7,635.05,1623.4,1497.65,928.35,4620.4,158.55,249.75,118.55,786.8,2115.15,4371.75,699.95,266.65,375.95,1295.2,894.1,303.25,1878.65,111.45,172.45,378.95,200.35
2012-11-29,125.45,4319.8,1310.2,1950.4,866.15,1361.95,330.35,336.6,493.2,404.55,369.9,1808.55,2704.8,344.45,3307.5,638.8,821.8,699.85,1816.0,113.1,548.15,1081.75,416.95,2445.25,261.8,298.0,729.95,651.25,1662.9,1489.1,933.9,4747.65,160.6,253.8,117.9,798.3,2131.85,4390.4,709.95,278.45,376.8,1298.1,880.7,307.3,1914.8,114.35,178.45,386.35,202.65
2012-11-30,130.15,4330.35,1319.9,1930.9,882.2,1377.15,337.0,347.5,498.2,414.65,366.55,1819.4,2738.25,353.35,3360.4,656.5,843.5,703.95,1826.65,116.6,538.1,1099.85,416.75,2436.85,263.75,298.5,742.85,670.45,1667.9,1473.85,947.0,4767.4,162.4,264.95,117.9,793.7,2170.3,4393.8,709.85,273.45,386.2,1314.0,880.1,311.7,1941.4,117.8,182.2,393.25,195.2
2012-12-03,132.25,4346.65,1321.6,1926.95,900.75,1369.8,331.15,343.9,494.0,413.55,366.15,1831.0,2808.6,348.55,3322.6,647.85,836.2,686.95,1821.2,117.8,536.5,1102.3,422.1,2439.15,261.85,296.15,752.55,666.15,1667.35,1489.9,957.65,4687.85,160.45,262.15,118.95,804.0,2204.05,4341.95,705.05,272.1,390.7,1316.8,891.9,306.0,1999.75,125.3,182.4,394.6,200.2
2012-12-04,134.4,4352.0,1322.1,1957.25,892.4,1364.75,332.45,349.7,488.9,411.35,364.45,1831.75,2861.85,352.3,3278.85,648.2,841.55,685.15,1810.25,117.1,533.7,1119.35,417.7,2437.45,262.4,295.15,755.15,671.05,1658.9,1480.55,938.7,4781.1,158.6,265.25,120.45,824.7,2239.55,4200.95,703.8,271.55,390.15,1299.45,889.05,305.5,1980.75,124.05,180.3,388.1,209.25
2012-12-05,133.7,4377.85,1334.7,1929.2,893.6,1363.85,330.4,358.7,488.4,414.55,361.7,1832.5,2768.45,353.8,3293.35,639.0,837.95,692.6,1821.5,121.15,531.75,1119.8,420.35,2382.5,262.7,297.9,773.05,663.3,1666.65,1477.35,930.1,4815.45,158.7,267.7,120.15,832.6,2271.8,4299.3,702.55,274.95,398.2,1297.9,887.85,305.8,1952.75,123.0,189.0,380.95,210.3
2012-12-06,135.05,4356.55,1364.1,1949.65,925.15,1346.55,324.7,360.6,494.45,411.75,362.4,1846.55,2777.45,353.8,3292.05,625.45,844.15,694.75,1825.2,122.9,535.25,1135.7,426.25,2338.3,264.15,301.35,776.65,665.3,1674.5,1482.55,928.85,4813.4,161.1,268.7,120.05,843.9,2307.2,4304.05,703.15,280.85,399.8,1280.7,882.35,308.65,1980.25,123.25,192.0,379.85,215.0
2012-12-07,137.6,4312.55,1328.75,1940.0,938.05,1333.8,322.45,358.2,495.75,410.7,362.95,1839.4,2690.15,352.85,3248.25,614.05,837.75,693.1,1826.2,123.8,530.65,1131.7,411.45,2321.15,264.25,301.5,766.3,664.05,1675.45,1509.95,939.2,4827.5,159.85,267.8,118.7,834.6,2316.2,4299.5,699.9,281.9,394.25,1264.15,880.35,307.15,1962.2,127.25,187.8,380.2,209.6
2012-12-10,137.05,4315.85,1322.85,1961.05,939.3,1315.85,317.9,356.7,495.35,417.35,362.75,1883.75,2670.05,354.35,3201.6,621.35,865.8,693.0,1842.25,123.05,534.85,1121.45,417.6,2313.55,264.85,301.95,763.0,673.6,1664.75,1493.4,929.3,4806.6,156.9,266.45,118.55,828.3,2320.25,4339.75,704.6,279.95,400.3,1237.2,874.15,296.3,1947.6,127.2,188.4,382.1,206.25
2012-12-11,134.75,4300.2,1325.4,2006.65,923.45,1310.95,314.2,359.65,498.95,416.3,357.2,1881.2,2682.8,354.95,3209.25,614.35,874.95,690.85,1853.25,119.85,544.9,1122.65,412.05,2294.05,263.6,303.3,757.1,667.0,1667.65,1477.9,929.75,4827.6,154.2,263.7,117.5,820.05,2308.8,4286.25,715.6,278.1,396.1,1219.7,879.5,295.85,1978.9,124.6,187.9,379.55,203.65
2012-12-12,135.65,4320.5,1326.35,2056.55,911.5,1303.45,311.9,353.85,494.05,415.25,356.4,1873.65,2707.0,347.8,3152.7,616.3,859.7,693.85,1889.95,118.4,529.75,1113.2,405.05,2297.8,260.7,305.95,750.2,660.3,1647.6,1476.0,949.5,4818.2,153.2,259.65,117.25,832.6,2294.9,4316.0,725.85,276.5,395.45,1225.8,914.1,303.35,1944.5,123.0,187.65,374.8,205.3
2012-12-13,130.7,4309.6,1325.35,2083.65,936.4,1290.45,317.8,351.45,495.95,406.9,353.65,1851.95,2695.65,347.6,3136.55,621.15,854.3,691.05,1878.5,115.8,519.75,1121.25,409.65,2283.55,260.6,295.25,732.5,652.45,1626.7,1474.15,942.35,4841.85,150.6,259.65,118.25,834.25,2262.6,4321.1,718.55,287.9,388.65,1222.55,918.35,294.25,1949.25,125.65,181.05,373.6,205.85
2012-12-14,135.65,4280.8,1352.7,2081.4,940.75,1291.6,312.45,350.95,498.65,403.0,354.1,1830.05,2706.7,346.45,3141.4,630.9,852.3,688.75,1863.55,119.95,516.65,1136.05,422.0,2278.8,261.0,295.95,744.9,664.75,1639.15,1477.25,952.1,4796.55,152.8,259.5,116.25,839.25,2320.25,4489.45,718.95,292.1,397.0,1242.9,948.2,288.7,1992.75,125.2,187.75,375.95,206.75
2012-12-17,143.25,4249.4,1359.05,2107.3,934.45,1292.95,300.55,344.9,497.65,409.25,351.8,1844.3,2708.55,344.15,3183.45,632.95,836.85,676.5,1865.55,124.2,522.75,1144.1,425.7,2266.25,261.3,293.05,766.7,661.35,1634.4,1499.65,960.25,4789.1,154.5,257.8,116.35,834.15,2344.3,4499.8,721.05,294.05,399.05,1205.5,952.7,283.45,1979.2,125.8,193.0,370.2,210.35
2012-12-18,142.65,4295.5,1353.95,2095.55,924.8,1286.75,313.4,350.25,493.85,412.3,352.15,1839.0,2694.7,346.95,3230.5,632.75,846.85,675.95,1884.55,127.45,524.75,1148.95,429.6,2271.0,261.15,293.1,804.95,663.75,1656.95,1475.35,967.2,4796.15,155.45,256.25,117.1,831.4,2372.7,4469.3,736.95,298.35,414.3,1210.65,946.55,287.4,2013.3,124.15,195.0,375.85,222.0
2012-12-19,145.25,4429.85,1334.9,2143.05,920.6,1300.15,316.05,357.65,497.65,419.85,357.15,1852.75,2716.95,349.9,3233.45,641.45,830.75,688.0,1916.3,129.65,522.95,1138.75,433.75,2296.15,261.8,290.1,807.55,667.75,1633.5,1509.75,968.0,4912.65,154.75,264.65,116.2,839.5,2372.3,4524.7,764.8,307.75,424.1,1232.65,944.45,290.0,2016.95,124.8,198.05,386.15,219.3
2012-12-20,140.0,4444.2,1318.6,2112.8,915.8,1299.75,316.9,349.9,495.65,424.85,356.5,1845.8,2723.4,351.75,3228.25,639.5,831.0,683.4,1910.5,132.7,532.7,1139.65,432.7,2299.6,259.85,287.1,824.05,662.05,1617.5,1520.15,953.15,4886.15,154.05,265.1,115.8,837.85,2381.25,4518.05,747.0,304.9,431.6,1252.05,926.15,285.9,2012.5,125.4,199.3,382.05,222.25
2012-12-21,135.65,4356.2,1321.25,2089.15,902.5,1273.3,307.35,343.8,490.45,419.75,352.6,1821.0,2687.7,349.2,3211.05,629.95,830.2,676.0,1900.3,129.3,527.15,1123.9,427.2,2296.85,259.7,287.05,804.9,649.55,1590.1,1504.9,937.55,4900.5,153.15,261.15,114.7,825.25,2334.45,4489.75,729.45,299.4,430.7,1258.7,906.4,280.0,1988.6,123.2,194.7,379.45,222.4
2012-12-24,135.35,4361.0,1342.65,2106.35,888.65,1313.5,308.6,346.95,492.2,418.75,354.35,1822.35,2683.4,352.15,3171.8,636.45,828.7,676.1,1886.35,129.1,531.7,1121.5,424.9,2322.3,257.4,287.05,808.95,646.65,1585.3,1478.9,937.65,4828.5,154.3,256.15,114.4,820.7,2331.3,4458.45,740.85,306.95,428.6,1266.2,903.65,281.0,1956.55,123.15,192.35,385.95,229.85
2012-12-26,136.4,4423.65,1351.95,2146.0,906.8,1350.6,317.4,348.75,499.65,420.25,355.1,1818.85,2814.15,353.9,3170.2,634.45,834.7,680.3,1874.65,128.9,523.4,1148.65,421.0,2315.25,259.2,290.5,812.9,648.9,1622.35,1480.1,944.65,4841.8,155.3,257.6,115.3,828.25,2370.85,4485.65,753.7,306.1,429.9,1262.2,914.75,281.8,1976.9,124.0,193.95,385.05,226.15
2012-12-27,133.8,4346.4,1364.3,2134.2,915.6,1337.45,318.65,344.05,492.2,415.1,353.05,1828.95,2752.85,347.55,3141.75,625.3,828.45,680.1,1869.5,128.1,518.2,1136.45,414.2,2287.75,261.0,288.4,806.1,649.8,1612.85,1482.0,930.35,4949.95,155.5,259.0,113.45,817.7,2388.35,4516.5,745.5,309.2,430.75,1250.95,919.65,281.8,1966.65,123.5,192.4,385.5,220.05
2012-12-28,132.85,4394.7,1359.55,2137.5,906.5,1352.75,319.05,352.3,494.95,416.4,353.4,1826.55,2802.55,351.3,3141.8,626.3,834.4,677.65,1896.2,129.4,522.1,1141.55,415.0,2323.2,268.85,289.4,813.8,650.95,1619.95,1500.4,924.6,4965.05,156.65,265.8,113.5,840.25,2379.5,4524.9,739.5,310.05,428.55,1267.5,920.75,281.15,1971.75,128.85,194.95,392.05,219.85
2012-12-31,135.0,4432.55,1356.55,2131.15,903.55,1352.25,317.1,356.35,498.75,414.25,354.8,1829.75,2906.6,356.75,3169.5,618.7,828.85,678.6,1900.6,130.5,524.85,1138.25,417.05,2318.7,269.9,286.8,812.1,650.05,1607.15,1490.05,931.65,4992.3,156.45,268.0,114.75,839.55,2385.5,4644.8,736.25,312.65,428.5,1255.85,932.25,284.35,1986.3,130.2,195.45,394.5,220.7
2013-01-01,137.8,4423.05,1362.7,2131.9,911.65,1365.15,322.1,356.3,501.35,417.45,359.95,1835.75,2923.05,357.4,3199.45,622.15,832.95,684.5,1897.35,134.15,530.6,1158.45,423.25,2308.85,266.65,287.25,831.1,649.95,1624.9,1514.4,941.8,4951.6,155.5,267.65,113.85,840.7,2426.45,4609.45,739.5,316.75,438.2,1264.15,933.65,286.9,2022.8,132.4,198.6,396.9,223.35
