Date,ADANIPORTS,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GAIL,GRASIM,HCLTECH,HDFC,HDFCBANK,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,IOC,ITC,JSWSTEEL,KOTAKBANK,LT,MARUTI,M&M,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBIN,SHREECEM,SUNPHARMA,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,ULTRACEMCO,UPL,VEDL,WIPRO,ZEEL
2010-11-04,161.2,2663.05,1544.4,1610.35,481.95,810.3,326.15,760.35,413.75,349.95,342.55,1734.15,1400.7,494.65,2413.3,412.05,739.7,2389.2,1840.6,226.45,299.2,1266.05,280.15,3077.15,415.4,177.0,1351.7,490.3,2171.95,1507.6,777.5,3649.25,194.7,1368.4,101.5,1105.05,3433.45,2278.85,2241.75,1234.05,621.5,1069.15,748.75,3822.35,1121.75,212.55,335.05,436.75,297.4
2010-11-05,162.3,2688.95,1549.85,1614.35,489.5,811.9,329.5,762.45,421.9,352.95,349.85,1753.6,1410.75,495.3,2402.6,413.85,738.15,2393.4,1845.9,232.45,302.85,1273.35,279.95,3081.65,419.25,177.15,1348.2,494.4,2171.65,1512.35,790.9,3661.0,196.3,1379.45,102.05,1105.7,3489.95,2296.45,2276.65,1244.95,623.55,1077.75,750.8,3837.45,1116.85,213.15,337.15,438.05,296.05
2010-11-08,161.4,2740.85,1555.9,1600.45,481.8,809.15,328.05,741.05,418.75,348.9,330.75,1760.05,1424.35,495.85,2425.85,405.65,726.2,2335.4,1829.35,230.25,306.65,1255.3,280.9,3015.9,408.9,175.65,1339.15,491.95,2160.55,1488.6,776.85,3732.0,193.0,1350.65,98.35,1111.85,3425.15,2255.15,2294.95,1269.25,633.2,1068.15,748.85,3817.65,1122.55,210.4,342.0,431.2,295.75
2010-11-09,162.25,2755.4,1562.3,1610.0,475.3,815.8,334.55,744.05,440.35,349.95,326.05,1757.15,1384.65,497.7,2455.65,404.85,725.45,2398.5,1827.25,230.75,319.0,1269.15,288.05,3059.8,412.4,177.8,1337.55,492.4,2172.85,1471.95,781.05,4002.35,193.9,1337.45,103.8,1108.55,3272.55,2228.45,2321.65,1269.9,641.3,1091.1,753.75,3822.3,1147.55,206.6,343.8,431.65,295.35
2010-11-10,159.9,2747.45,1543.4,1574.6,471.95,809.9,327.05,755.75,438.65,342.7,322.8,1744.0,1347.75,500.15,2458.5,405.0,725.35,2395.85,1809.95,228.1,314.75,1255.2,285.55,3082.65,413.1,177.0,1336.95,486.3,2163.45,1475.1,806.35,3858.6,194.1,1348.05,102.0,1102.2,3214.6,2227.35,2322.1,1302.5,637.4,1092.3,754.5,4146.75,1132.25,207.3,342.4,436.55,295.1
2010-11-11,155.4,2650.85,1522.4,1567.8,465.4,795.9,316.75,747.1,431.65,331.85,328.55,1736.3,1317.0,490.45,2424.95,402.65,712.1,2353.3,1819.9,233.95,309.2,1237.1,295.45,3054.65,407.8,175.35,1330.55,488.65,2128.4,1470.4,813.65,3800.2,192.45,1317.7,101.25,1079.9,3175.95,2242.6,2328.0,1275.95,631.05,1064.75,739.3,4124.8,1134.1,204.6,339.4,428.65,147.6
2010-11-12,151.85,2639.3,1492.0,1581.45,455.15,782.75,305.55,730.45,423.9,329.65,320.15,1742.95,1276.15,485.6,2295.15,402.45,716.05,2314.9,1824.55,223.1,301.8,1200.45,284.05,2997.85,402.55,173.85,1279.05,478.05,2080.25,1454.5,773.15,3830.15,192.2,1304.7,99.55,1061.85,3026.8,2247.95,2321.6,1246.25,606.95,1055.9,728.3,3955.55,1103.25,196.9,333.6,425.2,143.55
2010-11-15,151.55,2663.6,1521.7,1590.85,465.9,781.55,309.65,737.3,413.95,343.85,317.2,1762.4,1235.2,494.15,2283.15,404.35,710.2,2385.85,1833.8,224.05,303.7,1223.2,293.3,3030.05,398.95,175.15,1294.7,482.45,2084.8,1436.9,799.95,3901.6,189.5,1314.45,101.2,1054.7,3163.5,2197.7,2306.35,1252.2,618.3,1066.0,723.5,3907.0,1098.65,197.75,340.9,433.2,143.2
2010-11-16,148.45,2658.45,1469.15,1560.1,465.4,778.6,313.45,725.45,410.45,339.25,318.05,1751.7,1279.35,490.1,2250.3,392.35,698.4,2372.6,1817.5,211.9,298.45,1202.3,283.0,2970.95,389.9,169.95,1233.4,482.45,2005.55,1400.65,778.3,3896.6,187.1,1293.4,100.15,1030.5,3080.6,2196.05,2303.9,1205.55,605.95,1048.9,691.7,3790.65,1075.85,188.65,337.8,421.75,139.25
2010-11-18,147.75,2652.3,1426.0,1561.2,462.6,772.3,324.95,738.95,410.1,353.95,326.9,1767.85,1275.9,489.15,2266.7,393.45,700.35,2340.35,1913.35,222.2,299.55,1164.4,274.3,3003.95,397.95,171.95,1277.55,482.25,2038.35,1430.35,780.4,3762.3,187.85,1282.25,101.4,1032.95,3065.05,2117.45,2289.0,1230.75,623.45,1042.8,684.95,3719.15,1100.05,186.65,341.45,418.4,143.65
2010-11-19,145.3,2636.6,1384.7,1562.45,457.0,761.6,328.45,712.65,406.15,342.8,333.55,1770.5,1212.7,490.4,2212.45,377.0,695.35,2303.6,1944.5,212.6,299.0,1148.7,265.15,2963.8,392.8,170.95,1234.55,461.7,2048.6,1405.4,753.0,3624.85,184.15,1263.6,101.9,996.25,2990.95,2168.05,2214.85,1189.0,606.05,1015.4,679.45,3672.75,1097.6,184.9,331.6,400.85,142.45
2010-11-22,146.05,2659.35,1430.6,1598.1,462.7,763.85,336.95,717.1,405.4,348.1,333.35,1762.7,1204.6,495.15,2253.4,390.25,719.1,2379.9,1954.6,214.8,299.65,1180.05,279.65,3043.7,385.7,175.9,1251.35,481.45,2044.35,1420.95,766.55,3707.9,183.25,1296.75,101.45,1012.25,3039.85,2117.85,2230.85,1227.7,624.85,1039.1,683.0,3811.8,1099.85,187.2,334.45,418.3,145.1
2010-11-23,145.35,2639.35,1421.7,1638.45,460.0,764.2,329.15,705.4,398.5,346.15,320.15,1760.2,1182.4,489.35,2234.75,396.0,699.65,2371.8,1957.65,210.8,300.3,1156.95,288.85,3012.1,366.4,172.5,1226.7,479.2,2049.0,1441.5,762.15,3690.95,180.0,1272.65,98.45,995.6,2953.4,2095.1,2276.1,1213.5,612.15,1030.05,673.6,3756.6,1121.7,186.25,326.0,417.05,144.45
2010-11-24,144.9,2604.1,1384.8,1611.15,457.95,758.55,331.8,700.55,398.25,340.7,310.8,1781.25,1153.25,485.35,2208.75,390.5,688.3,2311.4,1931.4,207.6,299.8,1125.1,280.85,2995.9,362.15,173.7,1202.7,475.8,2016.9,1416.05,784.65,3792.8,178.15,1247.45,97.1,996.05,2851.0,2060.0,2273.35,1218.85,616.6,1004.75,666.6,3720.05,1126.3,183.2,324.0,409.7,142.8
2010-11-25,139.05,2520.4,1342.9,1633.75,460.05,734.65,335.0,672.7,393.0,333.9,313.2,1770.15,1157.15,488.45,2164.4,385.75,695.95,2323.05,1951.05,202.8,297.2,1116.25,287.1,3064.35,337.3,169.7,1190.25,458.8,1934.15,1380.1,780.55,3761.15,176.95,1226.8,96.55,979.5,2821.9,2030.25,454.0,1205.8,602.7,1021.8,623.65,3673.95,1135.65,184.15,317.9,406.25,141.35
2010-11-26,141.3,2547.7,1330.9,1613.25,461.65,730.15,333.8,667.7,392.6,340.1,312.7,1787.15,1101.4,487.5,2249.0,392.0,684.95,2297.9,1936.55,200.05,293.1,1124.15,284.7,3042.05,344.2,167.65,1107.7,461.0,1937.15,1367.0,757.45,3561.5,177.0,1240.95,96.45,962.35,2862.75,1960.2,446.25,1166.45,598.8,1047.25,624.8,3573.5,1123.55,182.9,299.55,407.5,141.45
2010-11-29,143.5,2585.75,1329.1,1592.7,460.45,713.6,338.7,680.3,402.85,338.1,317.45,1796.85,1147.65,494.65,2249.75,393.55,694.85,2297.9,1946.5,201.75,297.8,1154.3,294.35,3063.95,344.55,168.6,1132.15,466.05,1964.9,1406.05,770.45,3566.25,179.4,1243.05,93.85,998.4,2879.75,2026.0,449.8,1186.0,591.85,1071.3,631.7,3683.7,1155.2,185.55,311.55,417.75,140.55
2010-11-30,152.4,2648.9,1366.85,1576.6,472.1,707.35,360.15,675.05,402.45,343.3,317.25,1786.7,1186.7,491.5,2275.35,403.75,686.65,2285.4,1982.7,206.55,298.25,1142.1,292.35,3051.0,346.65,171.9,1127.9,476.7,1950.05,1422.0,765.3,3625.35,184.0,1245.3,94.95,985.6,2992.2,2057.7,447.55,1234.95,584.8,1076.0,639.3,3693.0,1137.6,188.5,307.7,419.6,143.9
2010-12-01,153.65,2680.4,1424.45,1571.2,481.65,713.3,350.55,697.95,410.3,365.15,320.95,1775.65,1190.4,495.25,2315.85,411.05,697.75,2367.05,1925.45,213.7,297.6,1167.45,303.0,3052.4,384.55,171.4,1206.3,480.15,2029.3,1414.1,802.5,3568.05,186.35,1286.25,96.85,988.8,3100.15,2094.1,448.65,1286.75,613.55,1081.9,671.15,3781.9,1148.3,193.35,299.55,414.7,145.3
2010-12-02,150.35,2651.85,1455.35,1574.3,484.35,741.85,346.1,685.8,412.45,364.95,324.85,1787.7,1222.95,491.7,2337.8,419.25,705.5,2391.75,1781.2,218.75,296.95,1191.15,297.15,3098.5,385.7,170.9,1187.9,488.55,2015.05,1408.85,789.55,3646.2,182.9,1313.95,99.0,1011.15,3099.2,2022.35,452.9,1320.15,622.75,1095.8,676.35,3784.2,1090.5,190.25,303.6,426.05,149.9
2010-12-03,147.05,2670.05,1406.15,1600.15,486.7,719.95,345.6,673.85,398.9,370.25,321.95,1827.95,1230.45,485.8,2357.35,423.7,695.3,2395.65,1839.55,215.35,299.25,1181.45,291.3,3125.0,385.75,171.3,1120.05,485.85,2021.35,1400.6,799.9,3671.1,185.15,1319.6,99.8,1005.9,3070.75,2014.1,444.9,1314.7,614.55,1097.35,668.95,3696.45,1110.5,183.75,308.15,427.6,148.45
2010-12-06,147.0,2682.1,1382.45,1585.45,487.1,707.15,345.35,668.5,404.55,370.0,320.4,1819.4,1230.1,493.45,2351.6,426.15,704.85,2383.25,1774.8,221.35,300.3,1151.2,289.05,3143.4,376.6,169.05,1167.9,480.2,2009.4,1408.1,794.8,3745.7,187.05,1320.5,99.7,1020.15,2952.35,2034.2,455.95,1357.85,635.05,1101.7,665.45,3693.25,1111.05,183.4,302.3,430.65,147.85
2010-12-07,145.7,2707.65,1324.5,1606.9,482.05,671.75,348.85,661.05,400.45,371.35,320.0,1830.1,1220.6,501.95,2351.45,435.9,700.8,2351.65,1789.35,226.8,295.75,1110.5,287.35,3178.6,369.15,168.2,1170.1,463.95,2016.5,1428.65,800.95,3739.65,191.6,1337.95,98.95,1030.75,2864.5,2024.85,463.35,1335.4,639.35,1087.5,671.55,3694.0,1123.55,180.5,307.65,434.95,148.55
2010-12-08,141.5,2658.05,1251.5,1565.7,459.4,670.05,347.65,677.7,411.15,368.65,318.85,1842.35,1222.6,507.35,2363.05,433.05,684.75,2280.45,1758.1,222.0,296.4,1104.4,277.6,3131.15,372.15,166.75,1144.4,466.45,1994.15,1417.15,789.3,3741.5,190.95,1345.3,97.85,1020.55,2805.0,2014.6,458.4,1336.1,624.25,1079.15,663.85,3572.7,1100.3,180.15,303.65,435.3,148.05
2010-12-09,137.75,2643.6,1245.75,1532.65,459.0,661.0,338.45,673.3,400.05,349.9,313.2,1812.5,1210.05,496.9,2328.3,425.4,671.95,2232.0,1749.9,209.75,289.1,1058.3,256.9,3151.45,356.75,167.3,1066.3,452.75,1940.35,1391.15,760.35,3718.3,187.9,1321.6,95.6,984.5,2686.9,1961.0,449.1,1273.85,604.55,1072.6,640.65,3352.7,1082.5,172.05,294.35,437.1,144.85
2010-12-10,146.6,2664.65,1323.55,1490.55,458.45,687.45,331.0,680.7,402.35,347.45,317.3,1808.35,1194.35,492.6,2319.15,431.8,668.6,2222.35,1785.3,215.3,296.0,1117.1,260.1,3144.25,366.6,170.3,1040.55,472.2,1943.75,1413.25,780.75,3785.8,192.4,1322.0,96.1,1023.9,2732.45,1990.5,449.0,1247.6,619.0,1074.9,642.0,3447.0,1097.1,171.2,298.1,450.95,144.95
2010-12-13,148.25,2697.25,1320.65,1496.85,459.2,698.65,332.05,678.8,405.6,355.4,323.15,1822.1,1171.75,500.95,2332.25,437.65,693.75,2239.0,1773.95,221.6,301.0,1120.4,264.85,3145.3,366.65,167.15,1130.25,469.2,1962.35,1421.85,768.4,3885.75,196.45,1328.1,97.9,1041.75,2744.85,2017.4,451.5,1277.2,631.0,1076.1,648.4,3488.1,1077.8,164.75,301.05,448.15,144.9
2010-12-14,151.45,2740.95,1303.35,1493.45,457.8,705.5,335.15,675.8,405.3,359.0,325.3,1828.7,1192.1,504.6,2362.25,443.5,692.75,2238.25,1712.75,224.75,298.25,1119.5,268.2,3158.65,375.5,168.4,1166.15,467.55,1999.85,1413.85,757.85,3779.9,199.5,1331.9,97.05,1055.25,2792.7,2083.85,452.45,1305.95,646.6,1080.95,673.85,3585.05,1067.6,165.65,304.0,454.4,147.75
2010-12-15,148.3,2711.2,1297.6,1470.15,458.9,690.5,339.7,703.35,405.75,354.5,327.85,1791.1,1175.5,502.5,2270.0,448.4,685.45,2162.9,1621.55,222.05,298.75,1078.7,255.65,3203.45,380.5,167.0,1160.15,449.85,1999.35,1395.0,752.9,3614.85,196.95,1323.75,96.65,1053.9,2698.05,2031.5,446.45,1322.9,642.75,1103.65,666.7,3417.15,1053.4,166.2,299.5,458.4,149.25
2010-12-16,148.05,2706.15,1309.35,1454.35,459.55,688.05,344.3,699.5,404.55,356.7,320.7,1788.8,1179.95,500.0,2251.8,449.0,688.5,2200.8,1681.7,224.15,294.0,1105.75,250.5,3293.3,379.35,168.05,1164.75,464.25,1983.3,1378.0,732.95,3566.6,197.95,1329.95,96.1,1056.85,2762.95,1986.3,450.0,1347.0,660.4,1140.7,669.45,3406.75,1060.5,161.05,293.9,470.05,145.75
2010-12-20,144.3,2764.8,1270.9,1451.5,453.4,688.0,335.0,691.4,399.5,365.75,316.0,1704.2,1178.7,507.75,2275.7,449.15,692.3,2172.5,1980.5,223.95,295.15,1100.05,244.45,3349.95,367.65,166.95,1187.35,449.9,1978.25,1414.85,745.8,3567.85,192.9,1304.45,95.85,1056.75,2700.45,1971.75,443.25,1351.0,666.4,1166.7,662.9,3379.7,1074.6,153.6,288.85,477.6,141.5
2010-12-21,149.7,2916.2,1318.35,1452.1,456.4,684.25,332.85,683.4,404.0,366.6,313.3,1686.7,1170.8,508.0,2318.2,452.9,699.1,2214.1,1972.5,233.6,293.75,1138.35,248.0,3329.25,363.95,167.15,1211.8,454.75,1975.3,1423.3,754.1,3610.65,191.85,1301.0,97.15,1073.15,2743.75,1987.75,428.15,1350.0,676.2,1160.8,699.15,3413.15,1073.0,159.2,301.15,485.5,139.3
2010-12-22,149.95,2941.5,1311.65,1444.9,444.2,681.7,343.25,696.0,401.1,361.8,314.05,1676.85,1166.9,509.25,2300.65,451.55,697.75,2178.8,1939.85,238.1,293.5,1131.75,250.6,3332.5,366.45,167.4,1199.7,454.45,1955.2,1394.1,756.2,3668.65,192.8,1305.2,97.95,1056.05,2744.95,1983.3,431.2,1365.15,672.9,1149.75,698.35,3392.4,1063.65,158.5,304.65,477.3,140.95
2010-12-23,145.3,2963.9,1314.1,1445.1,450.0,701.4,343.3,688.35,397.85,359.7,312.95,1683.05,1181.4,508.35,2319.55,457.6,701.8,2190.95,1922.8,233.75,291.1,1129.65,249.3,3367.9,362.55,166.9,1155.65,449.1,1935.15,1392.35,751.35,3679.8,195.75,1300.25,97.25,1059.4,2746.25,2022.0,452.95,1352.75,661.35,1140.0,685.25,3336.6,1054.1,157.25,309.4,479.5,141.0
2010-12-24,143.75,2887.75,1322.0,1444.9,451.3,693.0,348.6,672.45,396.75,363.7,312.15,1683.85,1183.95,513.75,2284.5,455.05,698.9,2218.4,1930.6,239.6,295.0,1118.15,250.5,3370.15,354.8,169.9,1170.25,450.95,1960.2,1391.5,761.8,3676.35,198.25,1294.75,97.75,1059.7,2755.35,1992.65,473.3,1306.15,672.85,1141.1,689.45,3475.95,1050.5,160.8,316.15,483.45,138.9
2010-12-27,143.65,2839.7,1316.6,1456.75,454.75,689.05,341.9,666.4,395.35,370.1,307.3,1694.15,1197.55,509.65,2297.65,452.6,696.05,2213.7,1937.85,237.65,296.25,1125.55,251.95,3376.9,354.3,169.75,1156.2,447.45,1950.0,1394.35,760.15,3686.4,197.0,1299.55,96.7,1055.25,2751.2,2022.8,478.35,1301.1,662.55,1141.2,694.05,3478.55,1054.6,158.35,320.05,485.1,136.35
2010-12-28,140.85,2812.5,1288.9,1467.0,472.9,699.95,342.35,664.0,398.9,371.15,303.75,1689.75,1193.7,506.0,2320.6,459.5,700.4,2256.15,1944.9,237.5,294.4,1111.85,251.85,3382.65,347.65,171.2,1141.35,449.15,1939.75,1395.2,764.35,3663.95,196.5,1289.9,96.15,1047.9,2728.5,2011.95,483.25,1268.9,665.0,1146.35,693.85,3468.85,1054.1,162.5,321.45,491.35,139.6
2010-12-29,141.35,2817.75,1312.4,1484.3,470.75,699.1,354.0,669.1,399.8,366.65,310.25,1693.6,1196.9,506.8,2313.15,457.3,717.4,2327.8,1956.25,241.55,304.7,1129.45,253.15,3404.9,348.45,174.2,1151.55,448.9,1956.7,1417.9,773.15,3663.7,197.9,1303.35,95.7,1048.6,2755.2,2004.0,480.3,1273.85,668.05,1156.95,694.95,3516.0,1070.55,166.05,323.0,488.5,142.95
2010-12-30,141.7,2822.9,1333.8,1480.15,465.75,703.85,357.45,659.2,401.4,369.05,308.05,1685.0,1218.8,510.7,2316.9,459.45,729.2,2305.5,1993.65,244.65,309.3,1136.85,262.45,3446.95,337.3,174.55,1177.05,444.95,1975.45,1420.45,776.1,3741.55,202.25,1294.6,96.6,1051.2,2749.65,2009.4,482.45,1300.15,672.75,1170.2,700.1,3536.1,1069.15,172.1,324.65,489.95,144.6
2010-12-31,144.05,2878.7,1350.1,1541.0,462.85,703.6,358.8,658.4,413.5,369.8,314.75,1662.85,1235.25,512.65,2342.7,456.25,728.35,2346.35,1988.15,247.0,312.9,1145.1,264.85,3442.75,342.4,174.65,1177.05,453.65,1979.25,1421.6,778.2,3813.75,200.65,1288.2,98.3,1058.7,2811.9,2020.65,484.95,1308.35,680.4,1165.65,702.4,3594.95,1084.25,172.95,328.55,491.25,147.25
2011-01-03,145.05,2874.55,1367.65,1476.5,470.4,704.75,359.35,659.95,409.35,372.5,317.3,1670.5,1250.55,515.05,2356.05,454.15,728.2,2390.5,1986.6,246.1,313.15,1144.85,264.65,3458.35,353.6,174.8,1191.1,457.1,1980.5,1426.05,787.55,3835.85,198.45,1292.8,98.3,1055.6,2822.1,2025.1,487.3,1308.45,704.05,1158.05,711.65,3686.85,1087.7,169.1,340.1,483.05,144.55
2011-01-04,148.55,2836.2,1347.95,1429.8,468.2,700.4,356.4,653.55,409.6,379.25,319.2,1696.25,1238.0,520.6,2400.65,461.15,731.75,2345.55,1979.35,244.1,320.9,1104.05,255.75,3481.45,348.8,177.5,1167.7,460.5,1975.6,1428.75,781.25,3891.6,200.15,1287.05,98.4,1077.1,2735.6,2018.75,489.9,1298.4,694.7,1144.75,744.6,3657.95,1090.2,166.95,335.8,484.65,143.05
2011-01-05,157.6,2880.5,1310.9,1374.5,464.75,697.5,349.0,632.55,410.0,376.35,309.8,1715.25,1237.9,528.8,2405.4,472.35,708.1,2308.2,1903.4,246.5,325.7,1069.35,249.05,3459.6,349.5,179.8,1147.5,448.9,1928.5,1412.45,771.05,3900.95,199.5,1266.15,98.1,1075.8,2693.2,1969.9,488.05,1282.8,680.95,1158.95,728.55,3641.25,1072.55,163.4,342.0,485.65,140.4
2011-01-06,154.95,2849.5,1305.85,1327.85,454.5,688.75,353.2,618.75,401.65,363.6,309.1,1716.35,1209.4,527.15,2380.85,477.7,706.9,2327.75,1886.25,251.35,320.75,1053.45,243.9,3478.15,341.55,178.9,1099.55,445.1,1877.9,1373.9,771.25,3833.8,202.0,1227.3,99.0,1085.6,2622.4,1962.55,500.0,1261.0,683.3,1171.7,729.85,3579.4,1010.85,161.75,344.2,486.35,137.8
2011-01-07,147.25,2775.75,1280.65,1316.6,445.85,659.65,338.5,616.95,395.8,357.0,309.1,1672.65,1189.1,524.45,2390.7,465.25,683.9,2269.45,1879.85,233.3,313.05,1049.2,230.25,3370.75,343.75,172.5,1029.95,435.2,1846.25,1340.55,740.3,3789.95,197.05,1205.85,97.85,1065.4,2600.95,1922.2,493.35,1190.2,661.25,1142.65,707.7,3412.25,987.75,160.6,331.85,476.95,135.5
2011-01-10,140.4,2677.75,1254.6,1261.75,438.25,643.8,339.1,605.35,385.95,348.1,305.15,1654.35,1106.3,502.75,2327.05,464.9,653.6,2152.25,1797.6,222.1,309.0,1014.0,223.55,3395.75,335.2,170.6,985.8,412.9,1780.75,1326.0,728.55,3789.5,191.3,1174.35,96.15,1033.45,2547.1,1873.9,477.0,1176.7,650.7,1130.9,692.85,3291.95,995.45,155.8,321.25,464.6,133.8
2011-01-11,139.05,2703.35,1300.2,1305.7,432.4,635.65,338.45,609.8,374.8,346.65,309.05,1670.9,1100.15,500.65,2315.25,475.3,659.35,2146.6,1845.5,230.6,307.95,1022.95,233.45,3325.7,328.3,170.1,942.2,417.9,1780.45,1318.45,734.95,3811.0,189.75,1184.8,96.05,1013.75,2612.85,1873.3,475.8,1158.05,646.55,1098.5,682.35,3304.5,1013.7,158.2,332.1,467.45,130.55
2011-01-12,139.75,2726.3,1313.35,1286.95,432.75,644.1,349.1,618.9,373.85,346.8,308.5,1669.4,1151.55,508.9,2412.65,476.65,680.65,2205.3,1874.0,237.5,304.9,1069.45,242.8,3377.3,319.55,173.75,995.7,423.75,1760.15,1317.65,751.25,3810.4,191.5,1186.65,97.25,1030.8,2669.7,1856.6,485.25,1218.0,648.9,1135.95,695.25,3581.0,1007.7,159.85,341.95,467.7,131.15
2011-01-13,141.4,2713.75,1265.45,1286.55,432.75,640.1,346.65,597.9,372.0,344.5,310.45,1642.2,1169.05,498.6,2464.0,464.75,667.35,2143.0,1825.75,234.25,302.2,1026.0,234.0,3205.2,310.35,173.15,1002.7,406.65,1748.25,1315.55,737.7,3762.4,189.0,1201.5,96.75,1015.35,2560.7,1830.35,483.1,1236.7,637.55,1124.25,686.5,3414.3,1038.65,159.95,336.25,453.55,130.5
2011-01-14,139.2,2725.9,1201.6,1246.8,423.9,633.0,343.75,593.85,368.3,339.5,310.5,1651.45,1161.0,486.75,2457.65,470.6,641.75,2049.55,1815.05,230.0,302.55,1009.2,228.7,3204.3,309.8,170.55,969.55,397.7,1710.05,1269.7,739.55,3725.5,186.45,1179.05,97.6,1001.5,2500.8,1813.95,474.8,1182.4,622.45,1120.15,677.65,3409.65,1020.7,154.05,326.85,463.1,117.65
2011-01-17,137.1,2662.85,1229.0,1268.4,413.45,634.05,348.5,585.6,354.9,346.8,313.15,1640.7,1148.8,481.85,2445.0,476.4,663.65,2068.1,1787.75,224.85,301.65,1001.15,226.8,3268.8,314.25,171.95,975.3,403.8,1679.7,1269.6,737.65,3684.65,187.05,1170.1,97.75,997.9,2516.2,1781.0,465.4,1178.85,625.65,1137.4,691.6,3425.35,1010.75,153.15,318.6,466.75,114.35
2011-01-18,139.85,2654.75,1278.25,1294.7,433.8,651.5,344.4,589.4,355.95,354.6,311.15,1671.65,1131.05,478.25,2419.8,488.75,658.35,2109.35,1786.85,229.45,301.85,1011.45,236.9,3323.0,314.0,176.15,1015.45,405.2,1684.0,1277.6,746.4,3649.1,188.6,1170.45,98.65,994.85,2554.55,1779.95,484.35,1199.55,632.6,1202.55,693.0,3482.15,1019.25,155.75,314.3,478.55,108.05
2011-01-19,139.8,2668.35,1280.1,1321.8,435.45,630.95,344.45,584.3,354.3,351.55,309.4,1657.85,1118.35,467.05,2410.15,508.05,653.1,2075.45,1764.35,235.6,299.65,1023.25,234.0,3249.6,313.65,175.45,1052.95,413.7,1651.5,1272.7,750.85,3650.65,187.15,1158.85,97.9,980.15,2501.75,1788.7,484.45,1192.75,639.6,1193.0,689.45,3454.7,1014.4,155.05,323.7,476.1,112.1
2011-01-20,139.4,2674.3,1285.1,1300.2,429.6,622.35,340.3,575.5,388.15,351.35,315.7,1666.25,1097.65,453.25,2436.85,510.85,660.6,2117.55,1776.2,236.5,299.9,1050.55,240.3,3295.9,312.95,171.65,1043.3,418.9,1656.15,1259.25,760.3,3683.8,188.6,1134.3,98.9,969.85,2535.05,1774.1,488.4,1194.7,634.2,1212.2,695.7,3487.15,1033.8,152.4,329.0,477.5,111.2
2011-01-21,140.0,2663.5,1287.05,1313.3,424.7,629.35,336.05,590.9,372.85,354.0,314.15,1651.95,1085.2,453.0,2411.5,499.55,651.2,2094.15,1753.25,234.45,298.2,1065.55,232.05,3243.85,327.8,168.9,1012.95,413.6,1649.45,1248.65,770.2,3610.35,189.95,1105.55,98.85,986.8,2596.9,1763.5,485.35,1187.4,629.55,1211.65,690.45,3506.35,1024.0,152.3,336.6,455.95,114.25
2011-01-24,142.25,2620.95,1325.75,1307.35,422.7,641.55,333.1,601.2,373.2,348.5,310.45,1636.1,1108.25,460.2,2396.05,508.15,669.45,2148.6,1744.3,232.05,297.95,1083.9,238.7,3284.65,329.85,169.1,1031.8,414.15,1658.85,1292.5,791.6,3664.65,192.65,1138.25,98.55,971.6,2695.05,1740.0,484.75,1188.3,649.25,1209.2,695.7,3569.05,1017.75,155.05,330.05,443.9,120.15
2011-01-25,140.15,2599.85,1297.2,1294.35,423.9,620.7,337.75,630.95,373.85,343.15,310.0,1578.85,1130.7,474.55,2367.95,508.5,670.2,2084.3,1774.55,235.1,281.9,1037.9,231.7,3259.65,336.8,168.0,1014.3,405.1,1666.7,1288.15,771.3,3632.15,196.05,1130.45,98.4,958.5,2677.95,1736.25,473.7,1166.0,655.35,1188.55,692.35,3598.1,1023.1,155.1,325.9,446.9,123.65
2011-01-27,138.15,2600.05,1298.95,1286.15,416.15,611.1,325.65,636.7,371.8,333.45,308.3,1555.05,1075.0,459.55,2355.6,505.55,667.1,2050.9,1724.0,232.95,270.7,1014.35,221.85,3196.9,328.7,167.8,963.05,392.3,1645.35,1269.7,733.55,3549.45,194.8,1113.8,98.8,942.7,2653.5,1708.05,461.45,1195.85,650.1,1199.4,675.65,3565.75,1004.85,149.35,330.4,438.65,117.95
2011-01-28,139.5,2579.1,1253.5,1260.65,415.25,591.45,327.25,632.45,368.35,335.1,305.05,1563.3,1049.6,454.6,2302.8,493.3,645.25,2054.25,1656.95,223.55,271.95,1018.45,215.6,3168.15,334.25,168.15,896.4,379.55,1607.3,1229.35,697.9,3492.6,191.95,1132.9,96.55,913.0,2620.15,1663.35,448.8,1150.3,637.45,1181.35,655.05,3467.95,997.9,140.3,329.4,437.6,116.7
2011-01-31,140.55,2577.5,1242.2,1245.95,408.8,587.45,319.0,613.0,378.3,332.15,304.35,1624.25,1022.9,470.95,2281.25,490.75,628.35,2047.3,1633.1,229.65,271.15,1021.6,223.9,3117.7,336.95,162.6,905.5,385.25,1641.1,1252.85,713.35,3327.55,189.05,1177.8,96.55,919.3,2642.4,1665.5,440.85,1147.05,639.7,1159.5,650.95,3601.1,1002.8,136.1,326.1,438.1,115.15
